doc_id,position,field,predicted,truth,correct,json_valid
about_us_begin_027,begin,years_at_company,5,5,1,1
about_us_begin_027,begin,weekly_hours,45,45,1,1
about_us_begin_027,begin,ALL_FIELDS,,,1,1
about_us_middle_065,middle,job_title,Software Engineer,Software Engineer,1,1
about_us_middle_065,middle,department,Marketing Analytics,Marketing Analytics,1,1
about_us_middle_065,middle,years_at_company,3,3,1,1
about_us_middle_065,middle,weekly_hours,35,35,1,1
about_us_middle_065,middle,ALL_FIELDS,,,1,1
about_us_begin_070,begin,job_title,Data Analyst,Data Analyst,1,1
about_us_begin_070,begin,department,People Operations,People Operations,1,1
about_us_begin_070,begin,years_at_company,2,2,1,1
about_us_begin_070,begin,weekly_hours,45,45,1,1
about_us_begin_070,begin,ALL_FIELDS,,,1,1
about_us_middle_073,middle,job_title,Software Engineer,Software Engineer,1,1
about_us_middle_073,middle,department,Engineering,Engineering,1,1
about_us_middle_073,middle,years_at_company,6,6,1,1
about_us_middle_073,middle,weekly_hours,40,40,1,1
about_us_middle_073,middle,ALL_FIELDS,,,1,1
about_us_begin_089,begin,job_title,Analytics Engineer,Analytics Engineer,1,1
about_us_begin_089,begin,department,Operations,Operations,1,1
about_us_begin_089,begin,years_at_company,7,7,1,1
about_us_begin_089,begin,weekly_hours,45,45,1,1
about_us_begin_089,begin,ALL_FIELDS,,,1,1
about_us_begin_066,begin,job_title,Data Scientist,Data Scientist,1,1
about_us_begin_066,begin,department,Marketing Analytics,Marketing Analytics,1,1
about_us_begin_066,begin,years_at_company,7,7,1,1
about_us_begin_066,begin,weekly_hours,35,35,1,1
about_us_begin_066,begin,ALL_FIELDS,,,1,1
about_us_middle_024,middle,job_title,Data Scientist,Data Scientist,1,1
about_us_middle_024,middle,department,Data Platform,Data Platform,1,1
about_us_middle_024,middle,years_at_company,5,5,1,1
about_us_middle_024,middle,weekly_hours,40,40,1,1
about_us_middle_024,middle,ALL_FIELDS,,,1,1
about_us_begin_031,begin,job_title,Business Analyst,Business Analyst,1,1
about_us_begin_031,begin,department,Marketing Analytics,Marketing Analytics,1,1
about_us_begin_031,begin,years_at_company,3,3,1,1
about_us_begin_031,begin,weekly_hours,35,35,1,1
about_us_begin_031,begin,ALL_FIELDS,,,1,1
about_us_middle_025,middle,job_title,Product Manager,Product Manager,1,1
about_us_middle_025,middle,department,Engineering,Engineering,1,1
about_us_middle_025,middle,years_at_company,7,7,1,1
about_us_middle_025,middle,weekly_hours,35,35,1,1
about_us_middle_025,middle,ALL_FIELDS,,,1,1
about_us_begin_030,begin,job_title,Software Engineer,Software Engineer,1,1
about_us_begin_030,begin,department,Product Analytics,Product Analytics,1,1
about_us_begin_030,begin,years_at_company,3,3,1,1
about_us_begin_030,begin,weekly_hours,40,40,1,1
about_us_begin_030,begin,ALL_FIELDS,,,1,1
about_us_middle_072,middle,job_title,Software Engineer,Software Engineer,1,1
about_us_middle_072,middle,department,Finance Analytics,Finance Analytics,1,1
about_us_middle_072,middle,years_at_company,2,2,1,1
about_us_middle_072,middle,weekly_hours,40,40,1,1
about_us_middle_072,middle,ALL_FIELDS,,,1,1
about_us_begin_088,begin,job_title,Business Analyst,Business Analyst,1,1
about_us_begin_088,begin,department,People Operations,People Operations,1,1
about_us_begin_088,begin,years_at_company,7,7,1,1
about_us_begin_088,begin,weekly_hours,45,45,1,1
about_us_begin_088,begin,ALL_FIELDS,,,1,1
about_us_begin_067,begin,job_title,Data Scientist,Data Scientist,1,1
about_us_begin_067,begin,department,Operations,Operations,1,1
about_us_begin_067,begin,years_at_company,6,6,1,1
about_us_begin_067,begin,weekly_hours,35,35,1,1
about_us_begin_067,begin,ALL_FIELDS,,,1,1
about_us_middle_064,middle,job_title,Senior Data Analyst,Senior Data Analyst,1,1
about_us_middle_064,middle,department,Business Intelligence,Business Intelligence,1,1
about_us_middle_064,middle,years_at_company,4,4,1,1
about_us_middle_064,middle,weekly_hours,40,40,1,1
about_us_middle_064,middle,ALL_FIELDS,,,1,1
about_us_begin_071,begin,job_title,Software Engineer,Software Engineer,1,1
about_us_begin_071,begin,department,Marketing Analytics,Marketing Analytics,1,1
about_us_begin_071,begin,years_at_company,6,6,1,1
about_us_begin_071,begin,weekly_hours,40,40,1,1
about_us_begin_071,begin,ALL_FIELDS,,,1,1
about_us_middle_033,middle,job_title,Software Engineer,Software Engineer,1,1
about_us_middle_033,middle,department,People Operations,People Operations,1,1
about_us_middle_033,middle,years_at_company,3,3,1,1
about_us_middle_033,middle,weekly_hours,45,45,1,1
about_us_middle_033,middle,ALL_FIELDS,,,1,1
about_us_begin_026,begin,job_title,Senior Data Analyst,Senior Data Analyst,1,1
about_us_begin_026,begin,department,Engineering,Engineering,1,1
about_us_begin_026,begin,years_at_company,6,6,1,1
about_us_begin_026,begin,weekly_hours,35,35,1,1
about_us_begin_026,begin,ALL_FIELDS,,,1,1
about_us_end_030,end,job_title,Business Analyst,Business Analyst,1,1
about_us_end_030,end,department,Business Intelligence,Business Intelligence,1,1
about_us_end_030,end,years_at_company,2,2,1,1
about_us_end_030,end,weekly_hours,35,35,1,1
about_us_end_030,end,ALL_FIELDS,,,1,1
about_us_middle_048,middle,job_title,Senior Data Analyst,Senior Data Analyst,1,1
about_us_middle_048,middle,department,People Operations,People Operations,1,1
about_us_middle_048,middle,years_at_company,6,6,1,1
about_us_middle_048,middle,weekly_hours,45,45,1,1
about_us_middle_048,middle,ALL_FIELDS,,,1,1
about_us_end_067,end,job_title,Senior Data Scientist,Senior Data Scientist,1,1
about_us_end_067,end,department,Operations,Operations,1,1
about_us_end_067,end,years_at_company,6,6,1,1
about_us_end_067,end,weekly_hours,35,35,1,1
about_us_end_067,end,ALL_FIELDS,,,1,1
about_us_end_088,end,job_title,Data Analyst,Data Analyst,1,1
about_us_end_088,end,department,People Operations,People Operations,1,1
about_us_end_088,end,years_at_company,5,5,1,1
about_us_end_088,end,weekly_hours,40,40,1,1
about_us_end_088,end,ALL_FIELDS,,,1,1
about_us_end_071,end,job_title,Data Analyst,Data Analyst,1,1
about_us_end_071,end,department,Data Platform,Data Platform,1,1
about_us_end_071,end,years_at_company,5,5,1,1
about_us_end_071,end,weekly_hours,35,35,1,1
about_us_end_071,end,ALL_FIELDS,,,1,1
about_us_middle_009,middle,job_title,Analytics Engineer,Analytics Engineer,1,1
about_us_middle_009,middle,department,Marketing Analytics,Marketing Analytics,1,1
about_us_middle_009,middle,years_at_company,5,5,1,1
about_us_middle_009,middle,weekly_hours,45,45,1,1
about_us_middle_009,middle,ALL_FIELDS,,,1,1
about_us_end_026,end,job_title,Software Engineer,Software Engineer,1,1
about_us_end_026,end,department,Product Analytics,Product Analytics,1,1
about_us_end_026,end,years_at_company,7,7,1,1
about_us_end_026,end,weekly_hours,40,40,1,1
about_us_end_026,end,ALL_FIELDS,,,1,1
about_us_middle_029,middle,job_title,Data Analyst,Data Analyst,1,1
about_us_middle_029,middle,department,Data Platform,Data Platform,1,1
about_us_middle_029,middle,years_at_company,3,3,1,1
about_us_middle_029,middle,weekly_hours,35,35,1,1
about_us_middle_029,middle,ALL_FIELDS,,,1,1
about_us_end_051,end,job_title,Product Manager,Product Manager,1,1
about_us_end_051,end,department,Data Platform,Data Platform,1,1
about_us_end_051,end,years_at_company,2,2,1,1
about_us_end_051,end,weekly_hours,45,45,1,1
about_us_end_051,end,ALL_FIELDS,,,1,1
about_us_begin_084,begin,job_title,Software Engineer,Software Engineer,1,1
about_us_begin_084,begin,department,Finance Analytics,Finance Analytics,1,1
about_us_begin_084,begin,years_at_company,5,5,1,1
about_us_begin_084,begin,weekly_hours,35,35,1,1
about_us_begin_084,begin,ALL_FIELDS,,,1,1
about_us_middle_091,middle,job_title,Senior Data Scientist,Senior Data Scientist,1,1
about_us_middle_091,middle,department,Data Platform,Data Platform,1,1
about_us_middle_091,middle,years_at_company,3,3,1,1
about_us_middle_091,middle,weekly_hours,40,40,1,1
about_us_middle_091,middle,ALL_FIELDS,,,1,1
about_us_end_006,end,job_title,Product Manager,Product Manager,1,1
about_us_end_006,end,department,Finance Analytics,Finance Analytics,1,1
about_us_end_006,end,years_at_company,3,3,1,1
about_us_end_006,end,weekly_hours,35,35,1,1
about_us_end_006,end,ALL_FIELDS,,,1,1
about_us_middle_068,middle,job_title,Senior Data Analyst,Senior Data Analyst,1,1
about_us_middle_068,middle,department,Engineering,Engineering,1,1
about_us_middle_068,middle,years_at_company,4,4,1,1
about_us_middle_068,middle,weekly_hours,45,45,1,1
about_us_middle_068,middle,ALL_FIELDS,,,1,1
about_us_begin_092,begin,job_title,Business Analyst,Business Analyst,1,1
about_us_begin_092,begin,department,Marketing Analytics,Marketing Analytics,1,1
about_us_begin_092,begin,years_at_company,4,4,1,1
about_us_begin_092,begin,weekly_hours,35,35,1,1
about_us_begin_092,begin,ALL_FIELDS,,,1,1
about_us_middle_087,middle,job_title,Senior Data Analyst,Senior Data Analyst,1,1
about_us_middle_087,middle,department,Business Intelligence,Business Intelligence,1,1
about_us_middle_087,middle,years_at_company,6,6,1,1
about_us_middle_087,middle,weekly_hours,45,45,1,1
about_us_middle_087,middle,ALL_FIELDS,,,1,1
about_us_end_010,end,job_title,Product Manager,Product Manager,1,1
about_us_end_010,end,department,Operations,Operations,1,1
about_us_end_010,end,years_at_company,5,5,1,1
about_us_end_010,end,weekly_hours,45,45,1,1
about_us_end_010,end,ALL_FIELDS,,,1,1
about_us_end_047,end,job_title,Analytics Engineer,Analytics Engineer,1,1
about_us_end_047,end,department,People Operations,People Operations,1,1
about_us_end_047,end,years_at_company,4,4,1,1
about_us_end_047,end,weekly_hours,45,45,1,1
about_us_end_047,end,ALL_FIELDS,,,1,1
about_us_begin_051,begin,job_title,Data Scientist,Data Scientist,1,1
about_us_begin_051,begin,department,Product Analytics,Product Analytics,1,1
about_us_begin_051,begin,years_at_company,6,6,1,1
about_us_begin_051,begin,weekly_hours,35,35,1,1
about_us_begin_051,begin,ALL_FIELDS,,,1,1
about_us_middle_044,middle,job_title,Product Manager,Product Manager,1,1
about_us_middle_044,middle,department,Operations,Operations,1,1
about_us_middle_044,middle,years_at_company,5,5,1,1
about_us_middle_044,middle,weekly_hours,40,40,1,1
about_us_middle_044,middle,ALL_FIELDS,,,1,1
about_us_begin_006,begin,job_title,Software Engineer,Software Engineer,1,1
about_us_begin_006,begin,department,Marketing Analytics,Marketing Analytics,1,1
about_us_begin_006,begin,years_at_company,4,4,1,1
about_us_begin_006,begin,weekly_hours,45,45,1,1
about_us_begin_006,begin,ALL_FIELDS,,,1,1
about_us_middle_013,middle,job_title,Data Analyst,Data Analyst,1,1
about_us_middle_013,middle,department,Marketing Analytics,Marketing Analytics,1,1
about_us_middle_013,middle,years_at_company,5,5,1,1
about_us_middle_013,middle,weekly_hours,40,40,1,1
about_us_middle_013,middle,ALL_FIELDS,,,1,1
about_us_end_084,end,job_title,Senior Data Analyst,Senior Data Analyst,1,1
about_us_end_084,end,department,Business Intelligence,Business Intelligence,1,1
about_us_end_084,end,years_at_company,4,4,1,1
about_us_end_084,end,weekly_hours,45,45,1,1
about_us_end_084,end,ALL_FIELDS,,,1,1
about_us_begin_010,begin,job_title,Software Engineer,Software Engineer,1,1
about_us_begin_010,begin,department,Business Intelligence,Business Intelligence,1,1
about_us_begin_010,begin,years_at_company,7,7,1,1
about_us_begin_010,begin,weekly_hours,40,40,1,1
about_us_begin_010,begin,ALL_FIELDS,,,1,1
about_us_middle_005,middle,job_title,Data Analyst,Data Analyst,1,1
about_us_middle_005,middle,department,Marketing Analytics,Marketing Analytics,1,1
about_us_middle_005,middle,years_at_company,6,6,1,1
about_us_middle_005,middle,weekly_hours,40,40,1,1
about_us_middle_005,middle,ALL_FIELDS,,,1,1
about_us_end_092,end,job_title,Senior Data Analyst,Senior Data Analyst,1,1
about_us_end_092,end,department,Finance Analytics,Finance Analytics,1,1
about_us_end_092,end,years_at_company,7,7,1,1
about_us_end_092,end,weekly_hours,45,45,1,1
about_us_end_092,end,ALL_FIELDS,,,1,1
about_us_begin_047,begin,job_title,Analytics Engineer,Analytics Engineer,1,1
about_us_begin_047,begin,department,Product Analytics,Product Analytics,1,1
about_us_begin_047,begin,years_at_company,5,5,1,1
about_us_begin_047,begin,weekly_hours,40,40,1,1
about_us_begin_047,begin,ALL_FIELDS,,,1,1
about_us_middle_052,middle,job_title,Product Manager,Product Manager,1,1
about_us_middle_052,middle,department,Data Platform,Data Platform,1,1
about_us_middle_052,middle,years_at_company,4,4,1,1
about_us_middle_052,middle,weekly_hours,45,45,1,1
about_us_middle_052,middle,ALL_FIELDS,,,1,1
about_us_middle_059,middle,job_title,Software Engineer,Software Engineer,1,1
about_us_middle_059,middle,department,Business Intelligence,Business Intelligence,1,1
about_us_middle_059,middle,years_at_company,7,7,1,1
about_us_middle_059,middle,weekly_hours,35,35,1,1
about_us_middle_059,middle,ALL_FIELDS,,,1,1
about_us_end_021,end,job_title,Senior Data Analyst,Senior Data Analyst,1,1
about_us_end_021,end,department,Business Intelligence,Business Intelligence,1,1
about_us_end_021,end,years_at_company,7,7,1,1
about_us_end_021,end,weekly_hours,40,40,1,1
about_us_end_021,end,ALL_FIELDS,,,1,1
about_us_end_076,end,job_title,Data Scientist,Data Scientist,1,1
about_us_end_076,end,department,Engineering,Engineering,1,1
about_us_end_076,end,years_at_company,4,4,1,1
about_us_end_076,end,weekly_hours,45,45,1,1
about_us_end_076,end,ALL_FIELDS,,,1,1
about_us_end_099,end,job_title,Data Analyst,Data Analyst,1,1
about_us_end_099,end,department,Product Analytics,Product Analytics,1,1
about_us_end_099,end,years_at_company,2,2,1,1
about_us_end_099,end,weekly_hours,40,40,1,1
about_us_end_099,end,ALL_FIELDS,,,1,1
about_us_middle_018,middle,job_title,Analytics Engineer,Analytics Engineer,1,1
about_us_middle_018,middle,department,,Business Intelligence,0,1
about_us_middle_018,middle,years_at_company,6,6,1,1
about_us_middle_018,middle,weekly_hours,40,40,1,1
about_us_middle_018,middle,ALL_FIELDS,,,0,1
about_us_end_060,end,job_title,Analytics Engineer,Analytics Engineer,1,1
about_us_end_060,end,department,Marketing Analytics,Marketing Analytics,1,1
about_us_end_060,end,years_at_company,4,4,1,1
about_us_end_060,end,weekly_hours,40,40,1,1
about_us_end_060,end,ALL_FIELDS,,,1,1
about_us_end_037,end,job_title,Senior Data Scientist,Senior Data Scientist,1,1
about_us_end_037,end,department,People Operations,People Operations,1,1
about_us_end_037,end,years_at_company,3,3,1,1
about_us_end_037,end,weekly_hours,40,40,1,1
about_us_end_037,end,ALL_FIELDS,,,1,1
about_us_middle_034,middle,job_title,Product Manager,Product Manager,1,1
about_us_middle_034,middle,department,Product Analytics,Product Analytics,1,1
about_us_middle_034,middle,years_at_company,2,2,1,1
about_us_middle_034,middle,weekly_hours,45,45,1,1
about_us_middle_034,middle,ALL_FIELDS,,,1,1
about_us_begin_021,begin,job_title,Product Manager,Product Manager,1,1
about_us_begin_021,begin,department,Business Intelligence,Business Intelligence,1,1
about_us_begin_021,begin,years_at_company,2,2,1,1
about_us_begin_021,begin,weekly_hours,45,45,1,1
about_us_begin_021,begin,ALL_FIELDS,,,1,1
about_us_begin_099,begin,job_title,Data Analyst,Data Analyst,1,1
about_us_begin_099,begin,department,Product Analytics,Product Analytics,1,1
about_us_begin_099,begin,years_at_company,2,2,1,1
about_us_begin_099,begin,weekly_hours,35,35,1,1
about_us_begin_099,begin,ALL_FIELDS,,,1,1
about_us_middle_063,middle,job_title,Business Analyst,Business Analyst,1,1
about_us_middle_063,middle,department,Engineering,Engineering,1,1
about_us_middle_063,middle,years_at_company,7,7,1,1
about_us_middle_063,middle,weekly_hours,40,40,1,1
about_us_middle_063,middle,ALL_FIELDS,,,1,1
about_us_begin_076,begin,job_title,Data Analyst,Data Analyst,1,1
about_us_begin_076,begin,department,Data Platform,Data Platform,1,1
about_us_begin_076,begin,years_at_company,7,7,1,1
about_us_begin_076,begin,weekly_hours,35,35,1,1
about_us_begin_076,begin,ALL_FIELDS,,,1,1
about_us_middle_075,middle,job_title,Senior Data Scientist,Senior Data Scientist,1,1
about_us_middle_075,middle,department,Business Intelligence,Business Intelligence,1,1
about_us_middle_075,middle,years_at_company,2,2,1,1
about_us_middle_075,middle,weekly_hours,35,35,1,1
about_us_middle_075,middle,ALL_FIELDS,,,1,1
about_us_begin_060,begin,job_title,Data Scientist,Data Scientist,1,1
about_us_begin_060,begin,department,Data Platform,Data Platform,1,1
about_us_begin_060,begin,years_at_company,4,4,1,1
about_us_begin_060,begin,weekly_hours,45,45,1,1
about_us_begin_060,begin,ALL_FIELDS,,,1,1
about_us_middle_022,middle,job_title,Product Manager,Product Manager,1,1
about_us_middle_022,middle,department,Product Analytics,Product Analytics,1,1
about_us_middle_022,middle,years_at_company,3,3,1,1
about_us_middle_022,middle,weekly_hours,40,40,1,1
about_us_middle_022,middle,ALL_FIELDS,,,1,1
about_us_begin_037,begin,job_title,Senior Data Analyst,Senior Data Analyst,1,1
about_us_begin_037,begin,department,Product Analytics,Product Analytics,1,1
about_us_begin_037,begin,years_at_company,6,6,1,1
about_us_begin_037,begin,weekly_hours,45,45,1,1
about_us_begin_037,begin,ALL_FIELDS,,,1,1
about_us_begin_040,begin,job_title,Business Analyst,Business Analyst,1,1
about_us_begin_040,begin,department,Marketing Analytics,Marketing Analytics,1,1
about_us_begin_040,begin,years_at_company,7,7,1,1
about_us_begin_040,begin,weekly_hours,35,35,1,1
about_us_begin_040,begin,ALL_FIELDS,,,1,1
about_us_middle_055,middle,job_title,Data Scientist,Data Scientist,1,1
about_us_middle_055,middle,department,Business Intelligence,Business Intelligence,1,1
about_us_middle_055,middle,years_at_company,3,3,1,1
about_us_middle_055,middle,weekly_hours,35,35,1,1
about_us_middle_055,middle,ALL_FIELDS,,,1,1
about_us_end_095,end,job_title,Data Scientist,Data Scientist,1,1
about_us_end_095,end,department,Operations,Operations,1,1
about_us_end_095,end,years_at_company,4,4,1,1
about_us_end_095,end,weekly_hours,40,40,1,1
about_us_end_095,end,ALL_FIELDS,,,1,1
about_us_begin_017,begin,job_title,Business Analyst,Business Analyst,1,1
about_us_begin_017,begin,department,Finance Analytics,Finance Analytics,1,1
about_us_begin_017,begin,years_at_company,6,6,1,1
about_us_begin_017,begin,weekly_hours,40,40,1,1
about_us_begin_017,begin,ALL_FIELDS,,,1,1
about_us_middle_002,middle,job_title,Data Analyst,Data Analyst,1,1
about_us_middle_002,middle,department,Data Platform,Data Platform,1,1
about_us_middle_002,middle,years_at_company,2,2,1,1
about_us_middle_002,middle,weekly_hours,45,45,1,1
about_us_middle_002,middle,ALL_FIELDS,,,1,1
about_us_end_083,end,job_title,Product Manager,Product Manager,1,1
about_us_end_083,end,department,Finance Analytics,Finance Analytics,1,1
about_us_end_083,end,years_at_company,5,5,1,1
about_us_end_083,end,weekly_hours,40,40,1,1
about_us_end_083,end,ALL_FIELDS,,,1,1
about_us_begin_001,begin,job_title,Data Scientist,Data Scientist,1,1
about_us_begin_001,begin,department,Operations,Operations,1,1
about_us_begin_001,begin,years_at_company,3,3,1,1
about_us_begin_001,begin,weekly_hours,35,35,1,1
about_us_begin_001,begin,ALL_FIELDS,,,1,1
